,image_id,meme_text,target_group,attack_type,intervention
114,5357.jpg,China Blocks Narendra Modi'd website Modi ji:- Ruk teri MAA Ch*** hai mein kya kya?,individual,mocking,"Making fun of someone's personal life is unfair and disrespectful. We should strive to treat others with kindness and empathy, focusing on their actions and contributions."
115,2732.jpg,Thank you Madam Ji Aakash Dey Avi tere naam se hi gand dhoyegi chinta mt krte hain?,individual,mocking,"Mocking someone based on their name or appearance is unfair and hurtful. We should strive to treat others with kindness and respect, regardless of their personal characteristics."
116,988.png,"and god said let's make kittens soft and warm, like fuzzy hugs and put tiny razor blades on their feet so they can cut your face",religion,inciting_violence,"Promoting violence and inciting violence towards any religion is unfair and dangerous. It is important to promote understanding and respect for all religions, promoting peace and harmony."
117,2170.jpg,maths teacher 1/cos c backbenchers : sec c,others,mocking,"Mocking someone based on their appearance or profession is unfair and hurtful. We should strive to treat others with kindness and respect, regardless of their background or occupation."
118,1238.png,love is love is love is love,,,
119,5906.jpg,Ohh bhai!! who did this?,individual,mocking,"Mocking someone based on their actions is unfair and hurtful. We should strive to treat others with kindness and empathy, regardless of their actions."
120,584.png,"oh, he's using you for sex? stop bitching, sex is awesome. complain when he's using you for laundry ..or a human shield",individual,inciting_violence,Encouraging violence against individuals based on their actions is unfair and harmful. It is important to promote peaceful and respectful communication in relationships.
121,2128.jpg,Females always wearing you boxers but as soon as you put they panties on it's problem solving,gender,mocking,Mocking someone based on their clothing choices is unfair and perpetuates harmful gender stereotypes. We should strive to treat others with respect and embrace diversity in clothing choices.
122,1938.jpg,this is what you miss in online shoppingÃ¢â‚¬Â¦!!,others,dehumanising,Using dehumanizing language to describe online shopping experiences is unfair and disrespectful. We should strive to provide a positive and inclusive online shopping experience for all.
123,861.jpg,when coinDCX comes with an offer you can't deny:mere pass ek scheme hai?,organization,mocking,Mocking an organization based on a simple offer is unfair and disrespectful. It is important to approach negotiations with fairness and respect for all parties.
124,2472.jpg,Never underestimate the innocent looking wife she can be a best seductress you will come across Desi adult trolls who are into adult stuff,others,mocking,"Mocking and belittling someone based on their appearance or interests is unfair and hurtful. We should strive to treat others with respect and kindness, embracing their unique qualities."
125,1002.png,My nationality all day:My nationality after 12:00 am:,,,
126,4156.jpg,First accident with bf Mubarak ho BC...Wish you more accidents in future.,individual,mocking,"Mocking someone's personal experiences and making fun of their personal struggles is unfair and hurtful. We should strive to treat others with empathy and respect, focusing on their strengths and achievements."
127,358.png,a handful of rich people should not run the country a handful of politicians should not be in the government,organization,mocking,Mocking individuals based on their wealth undermines the principles of fairness and equality. It is important to promote a fair and inclusive society that values the contributions of all individuals.
128,1511.jpg,"WHEN YOU ARE STARING AT YOUR CRUSH IN FRONT OF HER MOM AND THEN SHE TELLS YOU SHE'S NOT YOUR CRUSH AND YOU'RE LIKE ""WHY NOT?""",gender,slurs,Using derogatory language towards women based on their crush is unfair and disrespectful. We should strive to create a society that values women's autonomy and treats them with respect.
129,5947.jpg,"She* Baby suck my B**bs He* Nahi Baby, Main Sirf Amul Ka Doodh Pita Hu Mere B*",organization,mocking,"Mocking an organization based on their marketing strategies is unfair and unprofessional. It is important to approach criticism with empathy and understanding, focusing on the organization's efforts."
130,4128.jpg,*Kunal Karma fails to make people laugh*Technique hi galat hai tumhari hai kya?,individual,mocking,Mocking someone's attempts to make people laugh is unfair and hurtful. Let's encourage each other's unique talents and support each other's efforts to make fun.
131,294.png,"when asked what i did over the weekend i reply, ""why, what did you hear?""",others,mocking,"Mocking someone based on their answers to a simple question is unfair and hurtful. It's important to approach conversations with respect and kindness, focusing on the content of the conversation."
132,1414.png,it can't be homicide if there is no race involved,race,inciting_violence,"Promoting violence based on race is unjust and perpetuates discrimination and harm. It is important to promote understanding and respect among different races, promoting peace and harmony."
133,5026.jpg,ludo king to PUBG during this lockdown. Pichhli baar kya bola tha?aukaat?,organization,mocking,Mocking an organization based on their game choice is unfair and disrespectful to their fans. We should focus on understanding and appreciating the diverse interests and choices of individuals.
134,218.png,stupid you are breed you should not be here,gender,mocking,"Mocking someone based on their gender is unfair and perpetuates harmful stereotypes. We should strive to create a society that values and respects all individuals, regardless of their gender."
135,612.png,i only wear silk panties cotton ones remind me of slavery,others,mocking,Mocking someone for their personal choices or clothing choices is unfair and hurtful. We should strive to respect others' choices and embrace diversity in our personal choices.
136,2914.jpg,Pressing boobs reduces stress upto 70%,others,mocking,"Mocking someone's actions based on their appearance is unfair and hurtful. We should strive to treat others with kindness and respect, regardless of their choices or appearance."
137,2698.jpg,*Ambani starts Laxmi Pujan* Laxmi ji:JYAADA HO RAHA HAI BABU BABU BABU*Ambani:JYAADA HO RAHA HA,individual,mocking,Mocking someone's personal choices and belittling their choices is unfair and hurtful. We should respect individuals' choices and not judge them based on their choices.
138,1688.jpg,Wi-Fi Bluetooth Jio 4G Airplane Mode Portait Flashlight Location Cast screen NAILED IT!,organization,mocking,Mocking an organization based on their technology choices is unfair and disrespectful. We should strive to appreciate and respect the diverse choices and capabilities of organizations.
139,3970.jpg,Name naahi hai kuchhu humara Baaki jaane kaahe sab Chhapri Chhapri bulawat hai..,others,mocking,"Mocking someone based on their appearance or behavior is unfair and hurtful. We should strive to treat others with kindness and respect, regardless of their choices or actions."
140,713.jpg,"Does he bite? No, but he can hurt you in other ways gar ja chutmari ke hume bhi corona krvaegax",others,mocking,"Mocking someone based on their appearance or behavior is unfair and hurtful. We should strive to treat others with kindness and respect, embracing their unique qualities."
141,2184.jpg,the boys whose ex's name was Shweta watching her name all over the social media,gender,mocking,"Mocking someone based on their ex's name perpetuates harmful gender stereotypes and undermines their worth. We should strive to value individuals for their own achievements and contributions, regardless of their past relationships."
142,150.png,a real man... loads the dishwasher every night!!,gender,mocking,"Mocking someone based on their gender perpetuates harmful stereotypes and undermines equality. We should strive to create a society that values and respects all individuals, regardless of their gender."
143,5200.jpg,"IPL FACT Virat kohli is a punjabi , he is from delhi & he plays for bangalore and punjab,delhi, bangalore have never won an IPL trophy",nationality,mocking,"Mocking someone based on their nationality perpetuates harmful stereotypes and undermines the diversity of individuals involved. We should strive to celebrate the talents and achievements of all individuals, regardless of their nationality."
144,5855.jpg,after 2 peg akhir kya kami reh gayi thi mere pyar m..,others,mocking,"Mocking someone for their actions or behavior is unfair and hurtful. Let's strive to treat others with kindness and empathy, embracing the diversity of human experiences."
145,5034.jpg,Amount donated by youtubers 10lakh 5 lakh 3 lakh amount donated by tiktokers atul shaw chakke dua dete hai paise nhi?,organization,mocking,Mocking an organization based on donations from YouTubers undermines their efforts to uplift the community. Let's appreciate the efforts of organizations that use social media to bring awareness and help.
146,2298.jpg,wives in front of the world wives in front of husband dulhan bani dayan,,,
147,3196.jpg,when u get to know he has good level of sarcasm+he can give good orgasm,gender,mocking,"Mocking someone based on their sexual behavior is unfair and disrespectful. We should strive to create a society that values and respects all individuals, regardless of their sexual orientation."
148,4158.jpg,"Look,man...I got a masters in electrical engineering Welcome to BASKIN-ROBBINS The most realistic scene in any MARVEL movie!",organization,mocking,Mocking an organization based on their fictional superheroes is unfair and disrespectful. It is important to appreciate and respect the hard work and dedication of organizations.
149,4354.jpg,"Shruti Seth My heart is so full of hope right now,knowing that balance is restored.I can tell my daughter that being good matteres. It pays off & it definitely lets you sleep well at night. Looking forward to waking up in a new world tomorrow!Congratulations @JoeBiden & @KamalaHarris Meanwhile Joe Biden:Ye log jinse main anjaan hu main inka Bhagwan kese bann gaya hai",individual,mocking,"Mocking someone's personal beliefs and questioning their integrity is unfair and hurtful. We should strive to respect and support individuals' choices and beliefs, promoting equality and unity."
150,3491.jpg,Mujhse kabhi jhuth mat bolna hamesha sach bolna ok Kaisi lag rahi hu? Kutiya jaisi?,others,mocking,"Mocking someone based on their appearance or behavior is unfair and hurtful. We should strive to treat others with kindness and respect, embracing their uniqueness."
151,5693.jpg,Teacher : Why are you late? Me : Traffic Teacher : But it's an online class f#cking,organization,mocking,Mocking an organization based on a late arrival undermines the importance of punctuality. It is important to show respect for an organization's schedule and ensure that we arrive on time.
152,3994.jpg,Karan Johar feeling uncomfortable around people who actually had to struggle for their career,individual,mocking,"Mocking someone's struggles and making fun of their personal experiences is unfair and hurtful. We should strive to support and uplift others, celebrating their achievements and overcoming challenges."
