,img_id,meme_text,response
161,4250.jpg,Abhilekh Pandey Ms dhoni part 2,"target_group: individualattack_type: Mockingintervention: Mocking someone's character based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
162,3958.jpg,property ke hissedar badthe hi jarahe yarr yea papa ka kuch karna padega,"target_group: individualattack_type: Mockingintervention: Mocking someone's property based on their personal circumstances is unfair and disrespectful. We should strive to create a society that values and respects property, not imposing it on others."
163,4378.jpg,"I Love You,I Love You2,I Love You3,I Love You4,I Love You5,I Love You6,I Love You7,I Love You8,I Love You9,I Love You10,I Love You11,I Love You12,I Love You13,I Love You14,I Love You15,I Love You16,I Love You17,I Love You18,I Love You19,I Love You20,I Love You21,I Love You22,I Love You23,I Love You24,I Love You25,I Love You26,I Love You27,I Love You28,I Love You29,I Love You30,I Love You31,I Love You32,I Love You33,I Love You34,I Love You35,I Love You36,.... Whatsapp Headquarters:",target_group: individualattack_type: Mockingintervention: Mocking someone's love and emotions is unfair and hurtful. We should strive to create a society that values and respects each other's love and emotions.
164,2070.jpg,Bura na maano holi he,target_group: individualattack_type: Mockingintervention: Mocking someone's holiday based on their appearance is unfair and disrespectful. We should strive to create a society that values diversity and respects all individuals.
165,392.png,a head diaper is required when you have shit for brains,"target_group: genderattack_type: Mockingintervention: Mocking someone's gender and shaming them for their gender is unfair and disrespectful. We should strive to treat others with kindness and respect, promoting a culture of equality and respect."
166,3192.jpg,Only Father who never said à¤¬à¤¿à¤œà¤²à¥€ ka bill tera baap bharega AC band kar,"target_group: otherattack_type: Mockingintervention: Mocking someone's family's choices and ignoring their choices is unfair and disrespectful. We should strive to create a society that values and respects all individuals, regardless of their financial status."
167,4612.jpg,jab tumhe hi sare match jeetne they toh hamari team ko australia bulaya hi kyu chadarmod,target_group: individualattack_type: Mockingintervention: Mocking someone's performance based on their performance is unfair and disrespectful. We should strive to create a culture of respect and fairness for all individuals.
168,449.jpg,MONITOR : ENGLISH TEACHER IS ABSENT SO WE HAVE A FREE PERIOD MATHS TEACHER:,target_group: otherattack_type: Mockingintervention: Mocking someone's English proficiency is unfair and disrespectful. We should strive to promote a culture of respect and understanding for all individuals.
169,4428.jpg,Me:babe send nudes na!! She:@bhand_babaji,target_group: genderattack_type: Mockingintervention: Mocking someone's nude images is disrespectful and disrespectful. We should strive to create a society that values and respects all individuals.
170,1036.png,i'm pregnant! are you having a boy... or an abortion?,target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. We should strive to create a society that values gender equality and respects all genders.
171,5246.jpg,drives on right side of the world drives on left side of the road you guys have been driving on road?royhly,target_group: individualattack_type: Mockingintervention: Mocking someone's driving habits based on their gender is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
172,4982.jpg,walking on road a random uncle to me:oye betichod me:hnn sasurji,"target_group: individualattack_type: Mockingintervention: Mocking someone's name based on their appearance is unfair and disrespectful. We should strive to treat others with kindness and respect, regardless of their appearance."
173,1316.png,oh you're offended i'm sure i have some thicker skin for you in the back,target_group: individualattack_type: Mockingintervention: Mocking someone's offended behavior is hurtful and disrespectful. We should strive to create a society that values and respects all individuals.
174,166.png,i only wear silk panties cotton ones remind me of slavery,target_group: genderattack_type: Slursintervention: Using derogatory language towards women perpetuates harmful stereotypes and perpetuates harmful stereotypes. We should strive to create a society that values equality and respects all genders.
175,3596.jpg,Meanwhile everyone to Emraan Hashmi :[#MeToo] Mai toh terko harami smjhta tha Tu toh Dev-maanus nikla,target_group: individualattack_type: Mockingintervention: Mocking someone's sexuality is disrespectful and hurtful. We should strive to create a society that values equality and respect for all individuals.
176,1017.jpg,12th CBSE students whose exams got postponed but not cancelled,target_group: individualattack_type: Mockingintervention: Mocking individuals based on their postponed exams is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
177,2768.jpg,Girls:Say HI and i will Post something about you.*Memers:Ae Madam Ye kya Chodd Failayela hai idhar,target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. We should strive to create a society that values and respects all genders.
178,429.jpg,"kya bolti public,bole to takleef amul macho pehn ke nacho kab ka cowin pe jaa raha,mera to OTP hi nai aa raha..aata hai to slot booked mein jaa raha..",target_group: individualattack_type: Mockingintervention: Mocking someone's identity based on their appearance is unfair and disrespectful. We should strive to create a society that values diversity and respects all individuals.
179,3474.jpg,DESI ADULT TROLLS Ye bhi sahi hai..Shaadhi mein har kisi ka dhyaan esi par rahega,"target_group: individualattack_type: Mockingintervention: Mocking someone's identity based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
180,1822.jpg,Find someone who holds your hand like Delhi police  after arresting you.,"target_group: individualattack_type: Mockingintervention: Mocking someone's actions based on their actions is unfair and disrespectful. We should strive to treat others with kindness and respect, recognizing their rights and dignity."
181,3434.jpg,Main to tere ko Van Maanush smjhta tha...Tu toh Dev Maanush nikla re.,target_group: individualattack_type: Mockingintervention: Mocking someone's name based on their appearance is unfair and disrespectful. We should strive to create a society that values diversity and respects individuality.
182,5420.jpg,weirdo @theweirrdo Netflix: So there is a ten show based on school students just like you:,target_group: individualattack_type: Mockingintervention: Mocking someone's educational experience is unfair and disrespectful. We should strive to create a society that values and respects individuals.
183,3666.jpg,Girls after 1 FIR Boys after going to jail,target_group: genderattack_type: Mockingintervention: Mocking someone's gender and causing hurtful comments is unfair and hurtful. We should strive to create a society that values and respects all genders.
184,3466.jpg,à¤¸à¤¸à¥_x0081_à¤° à¤¤à¥_x0081_à¤®à¥_x008d_à¤¹à¤¾à¤°à¤¾ à¤¤à¥‡à¤œà¤¸à¥_x008d_à¤µà¥€ à¤œà¤¿à¤¤à¤¨à¤¾ à¤•à¥_x008d_à¤²à¤¾à¤¸ à¤ªà¥_x009d_à¤¾ à¤¹à¥ˆ à¤¨à¤¿à¤¤à¥€à¤¶ à¤‰à¤¤à¤¨à¥‡ à¤¬à¤¾à¤° CM à¤ªà¤¦ à¤•à¥€ à¤¶à¤ªà¤¥ à¤²à¥‡ à¤²à¥‡à¤‚à¤—à¥‡ ||â€¦.Everyoneâ€¦Maa chod diye Bhaiya ji aap toh felaswi ki,"target_group: individualattack_type: Mockingintervention: Mocking someone's identity based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
185,2496.jpg,"indians few days ago calling people ""kalu""""kaliya""cuz they are black in colour, hardik pandya is windies cuz he is black,trolling south indians by their skin colour now:#BlackLivesMatter we were bad,but now we're good","target_group: individualattack_type: Mockingintervention: Mocking individuals based on their skin colour is unfair and disrespectful. We should strive to promote understanding and respect for all individuals, regardless of skin color."
186,5465.jpg,"idhr aa independent ki chodi kya bola tune,""bartan nhi dhulegi""",target_group: individualattack_type: Mockingintervention: Mocking someone's identity based on their ethnicity is unfair and disrespectful. We should strive to create a society that values diversity and respects all individuals.
187,2846.jpg,Virat and Anushka The kid nnei nnai nnai seedha seedha seedha,"target_group: individualattack_type: Mockingintervention: Mocking someone's child's name based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects all individuals, regardless of their appearance."
188,5829.jpg,"à¤œà¤®à¥€à¤¨ à¤®à¥‡à¤‚ à¤¶à¤°à¤¾à¤¬ à¤•à¥‡ à¤¡à¥_x008d_à¤°à¤® à¤—à¤¾à¥œà¤•à¤° à¤‰à¤¸ à¤ªà¤° à¤«à¤¿à¤Ÿ à¤•à¤¿à¤¯à¤¾ à¤¹à¥ˆà¤‚à¤¡à¤ªà¤‚à¤ª, à¤¹à¤¥à¤¾ à¤šà¤²à¤¾à¤¤à¥‡ à¤¹à¥€ à¤¨à¤¿à¤•à¤²à¥€ à¤¦à¤¾à¤°à¥‚",target_group: individualattack_type: Mockingintervention: Mocking someone's personal identity is unfair and disrespectful. We should strive to create a society that values and respects individuals' identities.
189,1650.png,donald trump is my bitch you stupid arrogant americans.!,target_group: individualattack_type: Mockingintervention: Mocking someone's slurs and slurs is unfair and disrespectful. We should strive to create a society that values respect and fairness for all individuals.
190,64.png,don't drink and drive,target_group: individualattack_type: Mockingintervention: Mocking someone's actions based on their actions is unfair and disrespectful. We should strive to create a society that values and respects individuals for their actions.
191,1824.jpg,Ye jo muje dikh rha kya tume bdikh rha hai?,target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. We should strive to create a society that values equality and respects all genders.
192,5564.jpg,Surya Kumar Yadav Debutes With Six Raju karn @Depressed_Er,"target_group: individualattack_type: Mockingintervention: Mocking someone's sex or gender is unfair and disrespectful. We should strive to treat everyone with kindness and respect, regardless of their gender."
193,5130.jpg,"I Love You,I Love You2,I Love You3,I Love You4,I Love You5,I Love You6,I Love You7,I Love You8,I Love You9,I Love You10,I Love You11,I Love You12,I Love You13,I Love You14,I Love You15,I Love You16,I Love You17,I Love You18,I Love You19,I Love You20,I Love You21,I Love You22,I Love You23,I Love You24,I Love You25,I Love You26,I Love You27,I Love You28,I Love You29,I Love You30,I Love You31,I Love You32,I Love You33,I Love You34,I Love You35,I Love You36,.... Whatsapp Headquarters:",target_group: individualattack_type: Mockingintervention: Mocking someone's love and emotions is unfair and hurtful. We should strive to create a society that values and respects each other's love and emotions.
194,986.png,look if you dont vote for me... i'll just import people who will,"target_group: individualattack_type: Mockingintervention: Mocking individuals based on their voting choices is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their political affiliation."
195,5212.jpg,"roll no.1 coming out and telling how his viva went:mujhe mara gaya hai, i've been beaten",target_group: individualattack_type: Mockingintervention: Mocking someone's viva is unfair and hurtful. We should strive to create a society that values and respects each individual's unique experiences.
196,1113.jpg,how i feel when i have to scroll down the year i was born,"target_group: individualattack_type: Mockingintervention: Mocking someone's birth date is unfair and hurtful. We should strive to create a society that values and respects individuals, regardless of their birth date."
197,713.jpg,"bert looks down in horror, as he hears cookie monster and ernie start to masturbate to the autism documentary they are watching","target_group: individualattack_type: Mockingintervention: Mocking someone's sexuality is disrespectful and hurtful. We should strive to treat others with kindness and respect, promoting a culture of respect and understanding."
198,2544.jpg,"à¤¬à¥‹à¤°à¥_x008d_à¤¡à¤¿à¤‚à¤— à¤¸à¥_x008d_à¤•à¥‚à¤² à¤¸à¥‡ à¤­à¤¾à¤—à¤¤à¥‡ à¤¹à¥_x0081_à¤_x008f_ à¤ªà¤•à¥œà¥‡ à¤—à¤_x008f_ à¤¥à¥‡ Karan johar , Twinkle khanna à¤¸à¥‡ à¤•à¤°à¤¤à¥‡ à¤¥à¥‡ à¤ªà¥_x008d_à¤¯à¤¾à¤° Aakash Dewri : And then he watched Mela' and decided to be gay.",target_group: individualattack_type: Mockingintervention: Mocking someone's sexuality based on their gender is unfair and disrespectful. We should strive to create a society that values equality and respects all individuals.
199,1318.png,i said glass of juice not gas the jews,target_group: religionattack_type: Inciting_violenceintervention: Using derogatory language towards Jewish people is disrespectful and hurtful. We should strive to promote understanding and respect for all religions.
200,2790.jpg,Duniya mai kitne Madarch*d hai,"target_group: individualattack_type: Mockingintervention: Mocking someone's name based on their appearance is unfair and disrespectful. We should strive to treat others with kindness and respect, promoting a culture of kindness and respect."
201,2810.jpg,"Pyar ka farz kuch is tarah nibhai wo Khud to ch*di hi,Saheli ko bhi ch*dwayi wo","target_group: individualattack_type: Mockingintervention: Mocking someone's identity based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
202,2135.jpg,stylish star Allu Arjun As Pushpa Raj Only Star From Telugu Film Industry whi is giving tough competition ti Bollywood Actors with his makeover,target_group: individualattack_type: Mockingintervention: Mocking someone's appearance based on their ethnicity is unfair and disrespectful. We should strive to promote a culture that values diversity and respects all individuals.
203,5320.jpg,"vikas singh chaudhary vikascasm 2020 is healing,shahid afridi back in form just pakistani things","target_group: individualattack_type: Mockingintervention: Mocking someone's performance based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
204,1222.png,when you have to make your own pool,target_group: organizationattack_type: Mockingintervention: Mocking someone's pool project is unfair and disrespectful. We should strive to create a culture that values and respects the importance of pool building.
205,5289.jpg,#BINOD T rending everywhere Meanwhile BINOD : Thodi to maryada rkhiye,target_group: individualattack_type: Mockingintervention: Mocking someone's personal life is unfair and disrespectful. We should strive to create a society that values and respects individuals.
206,539.jpg,tum corona ko kaise khatam karoge? uski jhuthi kasam khakar..! WHO ke director banoge?,target_group: individualattack_type: Mockingintervention: Mocking someone's career based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals.
207,1341.jpg,"Mamta Baneerjee, ""Khidki darwaja khula rakhne se corona bahar chala jayega"" Meanwhile Corona -",target_group: individualattack_type: Mockingintervention: Mocking someone's personal life is unfair and disrespectful. We should strive to create a society that values and respects individuals.
208,1303.jpg,Kaha Ho? Pata nhi par yanha sab ek dusare ki taraf dekh rahe hein.... Welcome to in Examination Hall,target_group: individualattack_type: Mockingintervention: Mocking someone's name based on their appearance in an examination hall is unfair and disrespectful. We should strive to create a society that values diversity and respects all individuals.
209,498.png,what if i change my gender so i become the victim and not the rapist,target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. We should strive to create a society that values equality and respects all genders.
210,5985.jpg,WE ARE MEN AND THIS IS OUR WEAKNESS,target_group: genderattack_type: Mockingintervention: Mocking men for their weaknesses is unfair and perpetuates harmful stereotypes. We should strive to create a society that values equality and respects all genders.
211,5126.jpg,Steve smith:fata-fat batting guard marks text kr deta hu kisi ko kya hi pta chalega. Meanwhile:cameras audience,target_group: individualattack_type: Mockingintervention: Mocking someone's appearance based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals.
212,569.jpg,2TB HDD 250GB SSD,target_group: individualattack_type: Mockingintervention: Mocking someone's hard drive's capacity is unfair and disrespectful. We should strive to create a society that values and respects the value of hard drives.
213,5254.jpg,when nidhi reaches Harvard university with offer letter. Le harvard university- i am sorry babu,target_group: individualattack_type: Mockingintervention: Mocking someone's academic achievements is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
214,5013.jpg,extroverts after a month of lockdown Tu to hasna bhool gaya mere bachhe,"target_group: individualattack_type: Mockingintervention: Mocking individuals based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
215,3205.jpg,literally nobody:MF with transparent cases:,target_group: individualattack_type: Mockingintervention: Mocking individuals based on their actions is unfair and disrespectful. We should strive to create a society that values transparency and fairness.
216,4224.jpg,"Batao kahan hai mera beta SAM?Vimal lenebheja tha,tabse lauta hi nahi..","target_group: individualattack_type: Mockingintervention: Mocking someone's name based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
217,5901.jpg,"varundutta @savagevarun Teacher- iska answer kon batayega Topper - blah blah blah!! Teacher-piche wali seat pe, tum batao backbencher - My answer is also the same Nothing different. No difference.",target_group: individualattack_type: Mockingintervention: Mocking someone's answer to a question is unfair and disrespectful. We should strive to create a society that values and respects each individual's choices.
218,4832.jpg,tanmay sinha srcastic_writer when you find a girl who is same bhukkad type as you are. Pandit ko bula le.main shaadi karega.,target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. We should strive to create a society that values diversity and respects all genders.
219,5976.jpg,Thank you for driving carefully,"target_group: individualattack_type: Mockingintervention: Mocking someone's driving habits is unfair and disrespectful. We should strive to treat others with kindness and respect, promoting a culture of kindness."
220,5588.jpg,Me- *pull off pants after peeing* The last drop of Urine: Raju Bhaaaiii.....me aaa gaya!B5448 B5450,"target_group: individualattack_type: Mockingintervention: Mocking someone's urine is disrespectful and disrespectful. We should strive to create a society that values and respects individuals, regardless of their gender."
221,4628.jpg,"me-(shooting while playing pubg)""motherboard pados wale ghar mein baitha hai,ga*d par goli maar"" my neighbour*",target_group: otherattack_type: Mockingintervention: Mocking someone's game of pubg is unfair and disrespectful. We should strive to create a culture that values and respects the diversity of game modes.
222,329.jpg,Neha Kakkar Ki Acting Karo,"target_group: individualattack_type: Mockingintervention: Mocking someone's acting skills based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
223,32.png,when you consume too much trans fat,target_group: individualattack_type: Mockingintervention: Mocking someone's weight and nutrition habits is unfair and hurtful. We should strive to promote a healthy lifestyle and promote a balanced diet.
224,1760.jpg,Relationship level - khatron ke khiladi,target_group: individualattack_type: Mockingintervention: Mocking someone's relationship level is unfair and disrespectful. We should strive to create a society that values and respects each other's relationships.
225,1881.jpg,choudhary ka ladka aaj biscuit dal k nahi gaya Mar to nahi gya bsdkaaa,target_group: individualattack_type: Mockingintervention: Mocking someone's choices based on their appearance is unfair and disrespectful. We should strive to create a society that values diversity and respects all individuals.
226,1456.png,have you ever noticed the only time republicans smile is when they are taking away things from the american people?,target_group: individualattack_type: Mockingintervention: Mocking individuals based on their political affiliation is unfair and disrespectful. We should strive to create a society that values equality and respects all individuals.
227,1771.jpg,"Beta,Bhindi ki sabji kha lo. Who pasand nahi hai. Phir kya pasand hai? Bhindi ki Beti?","target_group: otherattack_type: Mockingintervention: Mocking someone's sex or gender is unfair and disrespectful. We should strive to treat others with kindness and respect, promoting a culture of inclusivity."
228,5631.jpg,Bengal's Son Insulted In His Own Bengal,target_group: individualattack_type: Mockingintervention: Mocking someone's identity and insulting their identity is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
229,5564.jpg,YE TUNE SAHI NAHI KIYA BHAI...,target_group: otherattack_type: Mockingintervention: Mocking someone's music choices is unfair and disrespectful. We should strive to create a society that values and respects the diversity of music.
230,637.jpg,"*after 15 min conversation* Me:I Love You Girl: Abhi 30min bhi nahi hua, tumhe pyar kaise ho gaya? *Me Humare yaha aisa hi hota hai",target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. We should strive to create a society that values and respects all genders.
231,782.png,felling cute might fuck a goat later. idk,target_group: genderattack_type: Mockingintervention: Mocking someone's appearance based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals for their unique qualities.
232,70.png,when your grandma sees you for the first time in a whole week he's so fucking big. me#irl,"target_group: genderattack_type: Mockingintervention: Mocking someone's age and comparing them to others is unfair and disrespectful. We should strive to treat others with kindness and respect, promoting a culture of kindness and respect."
233,4880.jpg,main to tere ko van maanush smjhta tha.. Tu toh dev maanush nikla re.,target_group: individualattack_type: Mockingintervention: Mocking someone's birthday is unfair and disrespectful. We should strive to create a society that values and celebrates each individual's uniqueness.
234,5094.jpg,"Roses are redâ€¦ Fal ko english me kehte hai fruitâ€¦ Gharwalo ne bachaye pese !!...""à¤…à¤ªà¤¨à¥‡ à¤«à¥‡à¤¯à¤°à¤µà¥‡à¤² à¤•à¥‡ à¤²à¤¿à¤_x008f_ à¤¸à¤¿à¤²à¤¾à¤¯à¤¾ à¤¥à¤¾ à¤¸à¥‚à¤Ÿ, à¤˜à¤°à¤µà¤¾à¤²à¥‹à¤‚ à¤¨à¥‡ à¤²à¥‰à¤•à¤¡à¤¾à¤‰à¤¨ à¤‰à¤¸à¥€ à¤¸à¥‚à¤Ÿ à¤®à¥‡à¤‚ à¤•à¤°à¤µà¤¾ à¤¦à¥€ à¤¶à¤¾à¤¦à¥€, "" à¤¬à¥‹à¤²à¥‡"" à¤ªà¥ˆà¤¸à¥‡ à¤¬à¤°à¥_x008d_à¤¬à¤¾à¤¦ à¤¹à¥‹à¤¨à¥‡ à¤¸à¥‡ à¤¬à¤šà¥‡|",target_group: otherattack_type: Mockingintervention: Mocking someone's language and slurs is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
235,5657.jpg,Ajay GurJar @_lost_human__ Crush replied me after 17 days My friends: Lagta hai aapke pyaar me to gir gayi bhai,"target_group: individualattack_type: Mockingintervention: Mocking someone's personal life is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their personal circumstances."
236,2272.jpg,- chilling with the same person they talk shit about boys:- gaddar se dosti nahi,target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. We should strive to create a society that values equality and respects all genders.
237,202.png,"life has never given me lemons it has given me anger issues, anxiety, a love for alcohol, a serious dislike for stupid people. but not lemons","target_group: individualattack_type: Mockingintervention: Mocking someone's life is unfair and hurtful. We should strive to create a society that values and respects individuals, not judging them based on their circumstances."
238,4898.jpg,what if we used 100% of the brain?,target_group: individualattack_type: Mockingintervention: Mocking individuals based on their brain activity is unfair and disrespectful. We should strive to create a society that values and respects individuals for their unique abilities.
239,340.png,hiltler eating a meal with his family,target_group: individualattack_type: Mockingintervention: Mocking someone's meal is disrespectful and disrespectful. We should strive to create a society that values and respects each other's food and experiences.
240,1504.png,be right back left the gas on,"target_group: otherattack_type: Mockingintervention: Mocking someone's actions based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects all individuals, regardless of their appearance."
241,344.png,"when i see tough question paper in exam hall: tumhe jo maine dekha,tumhe jo maine jaana jo hosh thaa woh toh gaya",target_group: individualattack_type: Mockingintervention: Mocking someone's exam paper is unfair and disrespectful. We should strive to create a culture of kindness and respect for all students.
242,3298.jpg,beard always looks better on hardik,"target_group: genderattack_type: Mockingintervention: Mocking someone's appearance based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects all individuals, regardless of their appearance."
243,2652.jpg,giving birth to you is my worst mistake of life,target_group: individualattack_type: Mockingintervention: Mocking someone's pregnancy is unfair and hurtful. We should strive to create a society that values and respects each individual's uniqueness.
244,5237.jpg,"Aapke husband ki corona report negative aayi hai Are chhodo usko, wo aadmi hi negative hai uska kuch positive nahi aa sakta","target_group: individualattack_type: Mockingintervention: Mocking someone's negative report is unfair and hurtful. We should strive to create a society that values and respects individuals, regardless of their circumstances."
245,1103.jpg,"""I Asked Virat Kohli To Marry Me And He Gave Me His Bat, I'm Using Kohli's Bat Now
Kitna ganda aadmi hun mai yaar",target_group: individualattack_type: Mockingintervention: Mocking someone's bat is unfair and disrespectful. We should strive to create a society that values and respects individuals.
246,1964.jpg,ha bhai..aur sab kaise...,target_group: individualattack_type: Mockingintervention: Mocking someone's name based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals.
247,1401.jpg,How to make a girl happy with just two things Cadbury Dairy Milk Silk FRUIT &NUT NEW Whisper 100,target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. We should strive to create a society that values and respects all genders.
248,1246.png,"675 days under investigation, constant media slander, no collusion! this man deserves an apology!",target_group: individualattack_type: Mockingintervention: Mocking someone's actions based on their past is unfair and disrespectful. We should strive to create a society that values fairness and respect for all individuals.
249,3502.jpg,Friend:bhai ab Whatsapp par chats leak nahi hogi.Me:Pehi baat to main kisi ke sath chat karta nahi,target_group: individualattack_type: Mockingintervention: Mocking someone's chat history is unfair and disrespectful. We should strive to create a society that values transparency and respects individual privacy.
250,2834.jpg,"Melania,Donald Trump headed for Divorce?Ex-White house aide claims first lady is 'Counting Minutes' Melania trump might be negotiating a prenup agreement to ensure her and Donald Trump's son Barron gets an equal share in the Trump fortune.Dhanda karo toh bada karo trump bhai ,warna mat karo",target_group: individualattack_type: Mockingintervention: Mocking someone's marriage is unfair and disrespectful. We should strive to create a society that values and respects each other's marriages.
251,3870.jpg,Deepika aur Ranveer mein honeymoon ko leke hui ladai #Credits to the owner BREAKING NEWS Deepika Boli Goibibo se hotel book krene Toh Ranveer make my trip se krne ki zidd pe ad gye Wahi Taimur ne trivago ka suggestion diya.,target_group: individualattack_type: Mockingintervention: Mocking someone's personal details is unfair and disrespectful. We should strive to create a society that values and respects individuals.
252,2046.jpg,"If you focus on your life goals like him,you will achieve success for sure",target_group: individualattack_type: Mockingintervention: Mocking someone's life goals is unfair and disrespectful. We should strive to create a society that values and respects individuals.
253,235.jpg,GAY LOVERS FIND OUT THEY ARE BROTHERS,"target_group: genderattack_type: Mockingintervention: Mocking someone's sexuality is unfair and hurtful. We should strive to treat others with kindness and respect, promoting a culture of equality and respect."
254,1150.png,i came to fingerpaint and fuck and im all out of poop,"target_group: genderattack_type: Mockingintervention: Mocking someone's gender and fucking them is disrespectful and disrespectful. We should strive to treat others with kindness and respect, promoting a culture of inclusivity and respect."
255,4130.jpg,"20saal ho gye mere ko dhaba khole, itni mehnat karta hun fir b gareeb ka gareeb Baba:Technique hi galat hai tumhari",target_group: individualattack_type: Mockingintervention: Mocking someone's technique is unfair and disrespectful. We should strive to create a society that values respect and fairness for all individuals.
256,2380.jpg,indian goverment bans 59 chinese apps but doesn't ban PUBG cause it's only 10% goes to china : a small price to pay for people's happiness.,target_group: individualattack_type: Mockingintervention: Mocking someone's ban on Chinese apps is unfair and unfair. We should strive to promote fairness and respect for all individuals.
257,5819.jpg,Kya Karte ho? Logo ko khush karta hu ! Ek Raat ka kitna? Abe memer hu BDSk !,"target_group: otherattack_type: Mockingintervention: Mocking someone's name based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
258,3316.jpg,in search of gold we lost a daimond,target_group: otherattack_type: Mockingintervention: Mocking someone's loss of a precious metal is unfair and disrespectful. Let's strive to create a society that values and respects the dignity of all individuals.
259,719.jpg,Sumit Abay Sumit Sunna Haan bol I love you Bhag bsdki April fool banaya... He* *she,target_group: individualattack_type: Mockingintervention: Mocking someone's April fool's jokes is unfair and disrespectful. We should strive to create a society that values and respects each other's talents and abilities.
260,1382.png,a head diaper is required when you have shit for brains,"target_group: genderattack_type: Mockingintervention: Mocking someone's gender and shaming them for their gender is unfair and disrespectful. We should strive to treat others with kindness and respect, promoting a culture of equality and respect."
261,2212.jpg,"Third paytm TEST FROM NARENDRA MODI STADIUM, AHNEDABAD",target_group: otherattack_type: Mockingintervention: Mocking someone's performance based on their performance is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
262,5196.jpg,"guys,never demand CBI inquiry as a bluff worst mistake of my life'",target_group: individualattack_type: Mockingintervention: Mocking someone's decision to demand CBI inquiry as a bluff is unfair and hurtful. We should strive to create a society that values transparency and fairness.
263,5720.jpg,BUTTER COOKIES MXPLAYER,"target_group: individualattack_type: Mockingintervention: Mocking someone's food choices is unfair and disrespectful. We should strive to treat others with kindness and respect, promoting a healthy lifestyle."
264,3998.jpg,Dr Tarika par line maarne se,target_group: individualattack_type: Mockingintervention: Mocking someone's medical history and promoting a medical profession is unfair and disrespectful. We should strive to create a society that values and respects individuals' medical histories.
265,1761.jpg,"HONEY, PLEASE COME INSIDE WHEN YOU ARE DONE WATERING, I JUST UNLOCKED YOUR PHONEâ€¦  NEED TO TALK","target_group: individualattack_type: Mockingintervention: Mocking someone's phone number is disrespectful and disrespectful. We should strive to treat others with kindness and respect, focusing on their needs and interests."
266,5369.jpg,"She: Dad I want to marry Rahul  Dad: Rahul kaha hai?   She:Rahul bhosari ka hai  BHOSARI  Suraj YadavJust Imagine wahan ka neta sppech dene se pehle  kya bolta hoga.. ""Suno bhosari walo",target_group: genderattack_type: Mockingintervention: Mocking someone's gender is disrespectful and disrespectful. We should strive to create a society that values equality and respects all genders.
267,2842.jpg,"Everyone""Say no to crackers""*Le Modi jii:Hold my panchamrit",target_group: individualattack_type: Mockingintervention: Mocking someone's choice of food is unfair and disrespectful. We should strive to create a society that values diversity and respects individual choices.
268,5375.jpg,Sagar  @sagarcasm   saif:I am going to become a father for the 4th time Sachin: Helmet daalo yaar,target_group: individualattack_type: Mockingintervention: Mocking someone's personal life is unfair and disrespectful. We should strive to create a society that values and respects individuals.
269,904.png,come on over i'm having a party the place is crawling with pussy,"target_group: individualattack_type: Mockingintervention: Mocking someone's party is disrespectful and disrespectful. We should strive to create a society that values and respects individuals, regardless of their gender."
270,2482.jpg,university:we'll take exams online. Students who are very much aware of university's efficiency: muh se moongfali toot nahi rahi hai gaand se akhrott todega kya?,target_group: individualattack_type: Mockingintervention: Mocking someone's efficiency and promoting a lack of efficiency is unfair and disrespectful. We should strive to create a society that values and respects individuals' abilities and abilities.
